round_id,seats
6,"[{'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-1', 'stack': 19600}, {'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-2', 'stack': 20250}]"
7,"[{'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-1', 'stack': 19550}, {'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-2', 'stack': 20300}]"
8,"[{'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-1', 'stack': 19450}, {'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-2', 'stack': 20400}]"
9,"[{'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-1', 'stack': 19400}, {'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-2', 'stack': 20450}]"
10,"[{'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-1', 'stack': 19300}, {'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-2', 'stack': 20550}]"
11,"[{'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-1', 'stack': 19250}, {'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-2', 'stack': 20600}]"
12,"[{'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-1', 'stack': 19150}, {'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-2', 'stack': 20700}]"
13,"[{'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-1', 'stack': 19100}, {'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-2', 'stack': 20750}]"
14,"[{'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-1', 'stack': 19000}, {'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-2', 'stack': 20850}]"
15,"[{'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-1', 'stack': 18950}, {'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-2', 'stack': 20900}]"
16,"[{'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-1', 'stack': 18850}, {'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-2', 'stack': 21000}]"
17,"[{'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-1', 'stack': 18800}, {'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-2', 'stack': 21050}]"
18,"[{'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-1', 'stack': 18700}, {'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-2', 'stack': 21150}]"
19,"[{'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-1', 'stack': 18650}, {'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-2', 'stack': 21200}]"
