round_id,action_id,net_input,net_output,action,amount
18,18,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.0000, 0.2371, 0.1973,
          1.0233, 0.0600, 0.0900, 0.0200]]])",0.021928519010543823,fold,0
19,19,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.2789, 0.2332,
          1.0233, 0.0200, 0.0300, 0.0200]]])",0.008948772214353085,fold,0
20,20,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.3333, 0.1262, 0.0992,
          1.0233, 0.0200, 0.0300, 0.0200]]])",-0.08288490027189255,fold,0
21,21,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.5000, 0.1284, 0.1184,
          1.0233, 0.0200, 0.0300, 0.0200]]])",-0.08767686784267426,fold,0
23,22,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.5828, 0.5920,
          1.0233, 0.0100, 0.0300, 0.0200]]])",0.09689828008413315,raise,150
24,23,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.4161, 0.4501,
          1.0533, 0.0200, 0.0300, 0.0200]]])",0.08170206844806671,raise,120
25,24,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.1900, 0.1833,
          1.0833, 0.0200, 0.0300, 0.0200]]])",-0.01583986170589924,fold,0
26,25,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.3333, 0.2335, 0.3612,
          1.0833, 0.0200, 0.0300, 0.0200]]])",-0.038090240210294724,fold,0
27,26,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.5000, 0.1205, 0.1099,
          1.0833, 0.0200, 0.0300, 0.0200]]])",-0.08097052574157715,fold,0
29,27,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.3333, 0.2496, 0.1938,
          1.0833, 0.0500, 0.0900, 0.0200]]])",0.017537614330649376,fold,0
30,28,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.0000, 0.1953, 0.1409,
          1.0833, 0.1000, 0.1500, 0.0333]]])",0.010463899001479149,fold,0
31,29,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.1655, 0.1279,
          1.0833, 0.0333, 0.0500, 0.0333]]])",-0.02352900058031082,fold,0
32,30,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.3333, 0.1383, 0.1333,
          1.0833, 0.0333, 0.0500, 0.0333]]])",-0.07131534069776535,fold,0
33,31,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.5000, 0.1917, 0.2082,
          1.0833, 0.0333, 0.0500, 0.0333]]])",-0.06167670711874962,fold,0
35,32,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.3333, 0.3575, 0.2797,
          1.0833, 0.0833, 0.1500, 0.0333]]])",0.047847528010606766,fold,0
36,33,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.3642, 0.3352,
          1.0833, 0.0333, 0.0500, 0.0333]]])",0.08083834499120712,raise,100
37,34,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.2920, 0.2218,
          1.1333, 0.0333, 0.0500, 0.0333]]])",0.027140894904732704,fold,0
38,35,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.3333, 0.2218, 0.1626,
          1.1333, 0.0333, 0.0500, 0.0333]]])",-0.04033518582582474,fold,0
39,36,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.5000, 0.2486, 0.2441,
          1.1333, 0.0333, 0.0500, 0.0333]]])",-0.039048388600349426,fold,0
41,37,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.6533, 0.7174,
          1.1333, 0.0167, 0.0500, 0.0333]]])",0.1029546707868576,raise,200
42,38,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.2660, 0.2202,
          1.1833, 0.0333, 0.0500, 0.0333]]])",0.06776846200227737,raise,100
43,39,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.2802, 0.2827,
          1.2333, 0.0333, 0.0500, 0.0333]]])",0.034970737993717194,call,50
43,40,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.5553, 0.5786,
          1.2000, 0.1000, 0.2000, 0.0333]]])",-0.10996312648057938,fold,0
44,41,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.3333, 0.1166, 0.0834,
          1.2000, 0.0333, 0.0500, 0.0333]]])",-0.06428700685501099,fold,0
45,42,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.5000, 0.1785, 0.1322,
          1.2000, 0.0667, 0.1000, 0.0667]]])",-0.051655113697052,fold,0
47,43,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.4055, 0.3778,
          1.2000, 0.0333, 0.1000, 0.0667]]])",0.09543750435113907,call,100
47,44,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.4109, 0.3820,
          1.1667, 0.6967, 0.8300, 0.0667]]])",0.16219809651374817,fold,0
48,45,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.4924, 0.5527,
          1.1667, 0.0667, 0.1000, 0.0667]]])",0.09582290053367615,call,100
48,46,"tensor([[[0.0000, 1.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.7952, 0.8938,
          1.1000, 0.0000, 0.1667, 0.0667]]])",0.08559923619031906,raise,100
49,47,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.2668, 0.2896,
          1.2667, 0.0667, 0.1000, 0.0667]]])",0.04043727368116379,fold,0
50,48,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.3333, 0.1805, 0.1747,
          1.2667, 0.0667, 0.1000, 0.0667]]])",-0.0300578810274601,fold,0
51,49,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.5000, 0.1351, 0.1321,
          1.2667, 0.0667, 0.1000, 0.0667]]])",-0.0493951141834259,fold,0
53,50,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.6375, 0.6974,
          1.2667, 0.0333, 0.1000, 0.0667]]])",0.10718291997909546,raise,200
53,51,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.6392, 0.7040,
          1.1667, 0.6633, 0.9300, 0.0667]]])",0.32363882660865784,fold,0
54,52,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.3171, 0.2990,
          1.1667, 0.0667, 0.1000, 0.0667]]])",0.08160077780485153,call,100
54,53,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.5017, 0.5054,
          1.1000, 0.2000, 0.4000, 0.0667]]])",-0.0751553401350975,fold,0
55,54,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.1392, 0.1163,
          1.1000, 0.0667, 0.1000, 0.0667]]])",-0.026635752990841866,fold,0
56,55,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.3333, 0.1418, 0.1270,
          1.1000, 0.0667, 0.1000, 0.0667]]])",-0.06583372503519058,fold,0
57,56,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.5000, 0.2735, 0.3341,
          1.1000, 0.0667, 0.1000, 0.0667]]])",-0.028912441805005074,fold,0
58,57,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.6152, 0.6393,
          1.0333, 0.7233, 0.8900, 0.0667]]])",0.0905579924583435,fold,0
59,58,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.5006, 0.4810,
          1.0000, 0.0333, 0.1000, 0.0667]]])",0.0952344760298729,call,100
59,59,"tensor([[[0.0000, 1.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.5690, 0.3075,
          0.9667, 0.0000, 0.1333, 0.0667]]])",0.07359294593334198,raise,100
60,60,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.0000, 0.2734, 0.2759,
          1.1000, 1.0700, 1.2700, 0.1333]]])",-0.06291309744119644,fold,0
61,61,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.1667, 0.1472, 0.1113,
          1.1000, 0.8900, 1.0900, 0.1333]]])",-0.1395358443260193,fold,0
62,62,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.3333, 0.1503, 0.1377,
          1.1000, 0.1333, 0.2000, 0.1333]]])",-0.056838251650333405,fold,0
63,63,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.5000, 0.1003, 0.0646,
          1.1000, 0.1333, 0.2000, 0.1333]]])",-0.08012048155069351,fold,0
64,64,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.5709, 0.5844,
          0.9667, 0.5133, 0.8467, 0.1333]]])",0.09625010192394257,fold,0
65,65,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.4814, 0.4901,
          0.9000, 0.0667, 0.2000, 0.1333]]])",0.09517096728086472,call,200
65,66,"tensor([[[0.0000, 1.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.7601, 0.9100,
          0.8333, 0.0000, 0.2667, 0.1333]]])",0.28290942311286926,raise,400
66,67,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.0000, 0.1960, 0.1830,
          1.1000, 0.1333, 0.2600, 0.1333]]])",0.03654221445322037,fold,0
67,68,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.2597, 0.2306,
          1.1000, 0.1333, 0.2000, 0.1333]]])",0.033828966319561005,fold,0
68,69,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.3333, 0.1433, 0.1324,
          1.1000, 0.1333, 0.2000, 0.1333]]])",-0.059225812554359436,fold,0
69,70,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.4762, 0.4602,
          0.9667, 0.5133, 0.8467, 0.1333]]])",0.08887393772602081,fold,0
70,71,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.1667, 0.3788, 0.4670,
          0.9000, 0.7800, 1.0467, 0.1333]]])",-0.018791519105434418,fold,0
71,72,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.2415, 0.1641,
          0.9000, 0.1333, 0.2000, 0.1333]]])",0.07523038983345032,fold,0
72,73,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.3606, 0.4366,
          0.9000, 0.1333, 0.2000, 0.1333]]])",0.04276880621910095,fold,0
73,74,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.3333, 0.1126, 0.0947,
          0.9000, 0.1333, 0.2000, 0.1333]]])",-0.08590962737798691,fold,0
74,75,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.3304, 0.2306,
          0.7667, 0.9367, 1.2700, 0.1333]]])",0.016010882332921028,fold,0
75,76,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.1667, 0.2821, 0.2072,
          0.7000, 0.7800, 1.0467, 0.1333]]])",-0.052110426127910614,fold,0
76,77,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.2719, 0.2506,
          0.7000, 0.1333, 0.2000, 0.1333]]])",0.08234620094299316,fold,0
77,78,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.2573, 0.3910,
          0.6833, 0.1167, 0.2833, 0.1333]]])",-0.13842134177684784,fold,0
78,79,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.2245, 0.2328,
          0.6667, 0.1167, 0.2667, 0.1333]]])",-0.20699773728847504,fold,0
79,80,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.4481, 0.3419,
          0.5167, 0.2667, 0.6667, 0.1333]]])",-0.37630894780158997,fold,0
80,81,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.3333, 0.4035, 0.3495,
          0.4333, 0.3333, 0.6667, 0.1333]]])",0.0962737649679184,fold,0
81,82,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.4387, 0.6100,
          0.4167, 0.1167, 0.2667, 0.1333]]])",0.5528948903083801,raise,625
82,83,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.2808, 0.2950,
          0.6667, 0.1167, 0.2667, 0.1333]]])",0.5492682456970215,raise,800
83,84,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.3514, 0.2485,
          0.7833, 1.1700, 1.5700, 0.1333]]])",-0.21173065900802612,fold,0
84,85,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.6301, 0.6460,
          0.7000, 0.0667, 0.2667, 0.1333]]])",0.526042103767395,raise,800
85,86,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.4215, 0.5001,
          0.9500, 0.1167, 0.2667, 0.1333]]])",0.3834647834300995,raise,600
86,87,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.2756, 0.3060,
          1.2000, 0.1167, 0.2667, 0.1333]]])",0.36948922276496887,raise,600
87,88,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.5897, 0.6803,
          1.3167, 1.3433, 1.6767, 0.1333]]])",0.3591746687889099,fold,0
88,89,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.5128, 0.5646,
          1.2333, 0.0667, 0.2667, 0.1333]]])",0.4017045199871063,raise,800
88,90,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.5151, 0.5447,
          0.7667, 1.1600, 2.2933, 0.1333]]])",0.5427163243293762,fold,0
89,91,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.3437, 0.3966,
          0.7500, 0.1167, 0.2667, 0.1333]]])",0.40792104601860046,raise,600
90,92,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.3100, 0.2578,
          1.0000, 0.1167, 0.2667, 0.1333]]])",0.4330666661262512,raise,600
92,93,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.1667, 0.3298, 0.3563,
          1.3000, 1.3267, 1.6600, 0.1333]]])",0.3672325015068054,fold,0
93,94,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.3355, 0.3110,
          1.2833, 0.1167, 0.2667, 0.1333]]])",0.39581525325775146,raise,600
93,95,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.5198, 0.5308,
          0.8833, 0.6033, 1.5367, 0.1333]]])",0.30767500400543213,fold,0
94,96,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.2213, 0.1495,
          0.8667, 0.1167, 0.2667, 0.1333]]])",0.44956207275390625,raise,600
95,97,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.6105, 0.6647,
          0.9833, 1.3433, 1.6767, 0.1333]]])",0.35643061995506287,fold,0
96,98,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.5209, 0.5685,
          0.9000, 0.0667, 0.2667, 0.1333]]])",0.4028184413909912,raise,800
97,99,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.2883, 0.2980,
          1.1500, 0.1167, 0.2667, 0.1333]]])",0.3483703136444092,raise,600
97,100,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.4814, 0.5188,
          0.7500, 1.0033, 1.9367, 0.1333]]])",0.2569754123687744,fold,0
98,101,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.2396, 0.2053,
          0.7333, 0.1167, 0.2667, 0.1333]]])",0.42491039633750916,raise,600
100,102,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.4854, 0.4347,
          0.9667, 0.1333, 0.4667, 0.2667]]])",0.3774283230304718,call,400
100,103,"tensor([[[0.0000, 1.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.3035, 0.2642,
          0.8333, 0.0000, 0.6000, 0.2667]]])",0.13856814801692963,call,0
100,104,"tensor([[[0.0000, 1.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.3110, 0.2605,
          0.8333, 1.3600, 1.9600, 0.2667]]])",-0.14212945103645325,fold,0
101,105,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.0000, 0.1804, 0.1593,
          0.8167, 1.3600, 1.8433, 0.2667]]])",0.28584355115890503,fold,0
102,106,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.1620, 0.1323,
          0.8000, 0.2500, 0.4667, 0.2667]]])",0.5018708109855652,call,400
102,107,"tensor([[[0.0000, 1.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.5631, 0.6448,
          0.5333, 1.5600, 2.2933, 0.2667]]])",-0.003991671837866306,fold,0
103,108,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.4199, 0.4186,
          0.2500, 1.5100, 2.2433, 0.2667]]])",0.7858178019523621,fold,0
104,109,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.4419, 0.4106,
          0.1000, 0.1333, 0.4667, 0.2667]]])",0.644592821598053,call,400
105,110,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.0000, 0.3168, 0.3519,
          0.5167, 2.0933, 2.5767, 0.2667]]])",0.7758753299713135,fold,0
106,111,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.4582, 0.6552,
          0.5000, 0.2500, 0.4667, 0.2667]]])",0.6106976866722107,raise,750
107,112,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.6185, 0.6381,
          0.6833, 2.0100, 2.6100, 0.2667]]])",0.7638446092605591,fold,0
108,113,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.1667, 0.3701, 0.2931,
          0.5333, 0.7533, 1.3533, 0.2667]]])",0.725191056728363,fold,0
109,114,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.2493, 0.2045,
          0.5167, 0.2500, 0.4667, 0.2667]]])",0.5885719656944275,raise,775
110,115,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.1936, 0.1790,
          1.3500, 0.2500, 0.4667, 0.2667]]])",0.47338178753852844,call,400
110,116,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.2638, 0.2634,
          1.0833, 2.2933, 3.9467, 0.2667]]])",0.6740943789482117,fold,0
111,117,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.5745, 0.5824,
          0.8000, 0.6933, 1.4267, 0.2667]]])",0.6049996018409729,fold,0
112,118,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.1667, 0.3684, 0.4429,
          0.6500, 1.2067, 1.8067, 0.2667]]])",0.7535605430603027,fold,0
113,119,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.2681, 0.2194,
          0.6333, 0.2500, 0.4667, 0.2667]]])",0.6693018674850464,raise,950
round_id,action_id,net_input,net_output,action,amount
1,1,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.1465, 0.1288,
          1.0000, 0.0133, 0.0200, 0.0133]]])",-0.04044247791171074,fold,0
2,2,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.3333, 0.2066, 0.1697,
          1.0000, 0.0133, 0.0200, 0.0133]]])",-0.06445908546447754,fold,0
3,3,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.5000, 0.2053, 0.1634,
          1.0000, 0.0133, 0.0200, 0.0133]]])",-0.07556107640266418,fold,0
5,4,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.5492, 0.5497,
          1.0000, 0.0067, 0.0200, 0.0133]]])",0.09383292496204376,raise,160
6,5,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.3938, 0.3582,
          1.0200, 0.0133, 0.0200, 0.0133]]])",0.07944350689649582,raise,120
7,6,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.1667, 0.1491, 0.1024,
          1.0400, 0.0400, 0.0600, 0.0133]]])",-0.07312247157096863,fold,0
8,7,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.3333, 0.1539, 0.1152,
          1.0400, 0.0133, 0.0200, 0.0133]]])",-0.07473696023225784,fold,0
9,8,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.5000, 0.1351, 0.1368,
          1.0400, 0.0133, 0.0200, 0.0133]]])",-0.08373062312602997,fold,0
11,9,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.3333, 0.2771, 0.2203,
          1.0400, 0.0333, 0.0600, 0.0133]]])",0.023627353832125664,fold,0
12,10,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.2024, 0.1622,
          1.0400, 0.0133, 0.0200, 0.0133]]])",0.04177365452051163,raise,60
13,11,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.1815, 0.1256,
          1.0600, 0.0133, 0.0200, 0.0133]]])",-0.023361753672361374,fold,0
14,12,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.3333, 0.1850, 0.1525,
          1.0600, 0.0133, 0.0200, 0.0133]]])",-0.06327413767576218,fold,0
15,13,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.5000, 0.1529, 0.1478,
          1.0600, 0.0200, 0.0300, 0.0200]]])",-0.07706334441900253,fold,0
17,14,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.4875, 0.3839,
          1.0600, 0.0100, 0.0300, 0.0200]]])",0.0949406698346138,raise,150
18,15,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.3582, 0.4004,
          1.0900, 0.0200, 0.0300, 0.0200]]])",0.07610928267240524,raise,120
19,16,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.2881, 0.3158,
          1.1200, 0.0200, 0.0300, 0.0200]]])",0.022262202575802803,call,30
19,17,"tensor([[[0.0000, 1.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.4597, 0.5232,
          1.1000, 0.0000, 0.0500, 0.0200]]])",0.014179293066263199,call,0
19,18,"tensor([[[0.0000, 0.0000, 1.0000, 0.0000, 0.1667, 0.0000, 0.4598, 0.0000,
          1.1000, 0.0000, 0.0500, 0.0200]]])",0.15674714744091034,raise,240
20,19,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.3333, 0.1348, 0.1102,
          1.1500, 0.0200, 0.0300, 0.0200]]])",-0.06563295423984528,fold,0
21,20,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.5000, 0.1582, 0.1699,
          1.1500, 0.0200, 0.0300, 0.0200]]])",-0.06105659902095795,fold,0
